,Name,Address,Notes,Phone_Number,Station_Type,Vaccine_Type,Notes
984,John Abroon MD ,"34 E 72nd ST, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 288-0900,Primary Care ,Vaccine offered:Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
985,"Jonathan Leibowitz, MD ","1343 55th Street, Brooklyn",,(718) 972-7222,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),
986,JP Morgan Chase Vaccination Clinic ,"4 MetroTech Center, Street Level Retail - Next to Chase Branch, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",N/A,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
987,Juno Medical ,"2298 Frederick Douglass Blvd, Manhattan",,(212) 300-2836,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (5-11),
988,"Katherine Zeng, MD ","133-47 Sanford Avenue, Suite 1H, Queens",,(718) 886-6605,Primary Care ,Vaccine offered:Pfizer (5-11),
989,Kingsbrook Jewish Medical Center ,"585 Schenectady Avenue, Brooklyn",,(718) 604-5300,Hospital-Based Health Center/Clinic ,Vaccine offered:Pfizer (12+),
990,"La Casa De Salud, Inc. ","966 Prospect Avenue, Bronx",,(718) 734-2539,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),
991,Larimar Family Healthcare ,"4 Highlawn Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 676-5650,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
992,LaSante Health Center ,"672 Parkside Avenue, Second Floor, Brooklyn",,(718) 246-5700,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),
993,Lenox Health Greenwich Village ,"200 W 13th Street, Manhattan",,N/A,Hospital-Based Health Center/Clinic ,Vaccine offered:Pfizer (12+),
994,Lenox Hill Hospital - Einhorn Auditorium ,"131 East 76th Street, Manhattan",,(844) 919-8222,Hospital-Based Health Center/Clinic ,Vaccines offered:Moderna (18+)Pfizer (12+),
995,Lexington Medical Associates ,"139 East 57th Street, 8th Floor, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 750-5088,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
996,Li Hong Pediatrics ,"3808 Union Street, Queens",,(917) 285-2148,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),
997,Lingling Zeng MD ,"136-20 38 Avenue, Suite 5C, Queens",,(718) 321-0219,Primary Care ,Vaccine offered:Pfizer (5-11),
998,Liwen Huang Medical PC ,"8409 Queens Boulevard, 1A, Queens",,(347) 316-8838,Primary Care ,Vaccine offered:Moderna (18+),
999,Local MD ,"71-16 Grand Avenue, Queens",,(718) 307-1577,Community Health Center/Clinic ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11),
1000,"Lyudmila Cavalier, MD ","9014 Flatlands  Avenue, Brooklyn",,(718) 209-5353,Primary Care ,Vaccines offered:Pfizer (5-11)Moderna (18+),
1001,"Maha Awikeh, MD, PC ","326 79th Street, Brooklyn",,(718) 921-0979,Primary Care ,Vaccine offered:Moderna (18+),
1002,Manhattan Family Practice ,"911 Park Avenue, Suite 1B, Manhattan",,(212) 288-7193,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),
1003,Manhattan Medical Arts ,"492 6th Street, Manhattan",,(646) 454-9000,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (5-11)Pfizer (12+),
1004,Manhattan Pediatric Associates ,"217 Grand Street, 5th Fl, Manhattan",,(212) 966-3585,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),
1005,Manhattan Pediatric Associates ,"859 60th Street, Brooklyn",,(718) 854-7666,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),
1006,"Manhattan Pediatric Associates, P.C. ","8405 Queens Boulevard, 2nd Floor, Queens",,(718) 565-0688,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),
1007,"Marina Richards, M.D. ","80 Central Park West, Suite C, Manhattan",,(212) 362-8200,Primary Care ,Vaccine offered:Moderna (18+),
1008,Mark B. Lew MD ,"2704 Glenwood Road, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 859-6440,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
1009,Medrite Urgent Care ,"1646 2nd Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 969-7863,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1010,MedRite Urgent Care ,"504 Myrtle Ave, Brooklyn",,(718) 400-9633,Urgent Care ,Vaccine offered:Moderna (18+),
1011,MedRite Urgent Care Park Slope ,"245 4th Avenue, Brooklyn",,(718) 407-1270,Urgent Care ,Vaccine offered:Moderna (18+),
1012,Metro Community Health Center - Bronx ,"979 Cross Bronx Expressway, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(855) 624-2692,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1013,Metro Community Health Center - Staten Island ,"2324 Forest Avenue, Staten Island","Walk-up vaccinations available to all eligible New Yorkers , ",(855) 624-2692,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1014,MiDoctor Urgent Care ,"715 9th Avenue, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 757-2015,Urgent Care ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
1015,Midtown Gynecology ,"225 West 35th Street, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 631-7900,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1016,Milestones Pediatrics of New York ,"2431 86th Street, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 513-6503,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
1017,Mill Basin Medical ,"2083 East 65th Street, Brooklyn",,(718) 444-5105,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),
1018,Milos Medical ,"71-28 Cooper Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 418-7681,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (12+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
1019,MingZhu Medical Office PC ,"5615 7th Avenue, 2nd Floor, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(929) 403-0188,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1020,MKR Medical PC ,"828 Utica Avenue, Brooklyn",,(718) 303-0851,Primary Care ,Vaccine offered:Moderna (18+),
1021,Mobile Health Medical Services ,"229 West 26th Street, 9th Fl., Manhattan",,(212) 695-5122,Community Health Center/Clinic ,Vaccines offered:Pfizer (12+)Pfizer (5-11)Johnson & Johnson (18+)Moderna (18+),
1022,ModernMD Urgent Care - Bed-Stuy ,"1248 Fulton Street, 1st Floor, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8130,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1023,ModernMD Urgent Care - Bushwick ,"366 Knickerbocker Avenue, 1st Floor, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8160,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1024,ModernMD Urgent Care - City Line ,"1169 Liberty Avenue, 1st Floor, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8180,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1025,ModernMD Urgent Care - Crown Heights ,"436 Utica Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8150,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1026,ModernMD Urgent Care - Flatbush ,"916 Flatbush Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8140,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1027,ModernMD Urgent Care - Jackson Heights ,"37-33 82nd Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8190,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1028,ModernMD Urgent Care - S.E. Williamsburg ,"68 Graham Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8120,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1029,ModernMD Urgent Care - Woodhaven ,"89-22 Jamaica Avenue, 1st Floor, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(646) 604-8170,Urgent Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1030,Montefiore Castle Hill Family Practice ,"2175 Westchester Avenue, Bronx",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),
1031,Montefiore Comprehensive Family Care Center ,"1621 Eastchester Road, Bronx",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),
1032,Montefiore Comprehensive Health Care Center ,"305 East 161st street, Bronx",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),
1033,Montefiore Family Health Center ,"1 Fordham Plaza, 5th Floor, Bronx",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),
1034,Montefiore Marble Hill Family Practice ,"5525 Broadway, Ground Floor, Bronx",,(718) 884-0279,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),
1035,Montefiore Williamsbridge Family Practice ,"3011 Boston Road, Bronx",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),
1036,"Mujtaba NP in Family Health, P.C. ","104-26 Roosevelt Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(929) 463-7190,Primary Care ,Vaccines offered:Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
1037,MVP Pediatrics - MVP Multi Medical ,"131-30 Merrick Boulevard, Queens",,(718) 233-2556,Primary Care ,Vaccine offered:Moderna (18+),
1038,My Health & Me ,"1010 Rutland Road, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 422-2170,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1039,"Naushin Siddiqui, M.D. PC ","77-29 141st Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 380-0810,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1040,Neopeds Medical Services ,"800 Grand Concourse, Suite 3, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 401-8943,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
1041,Nicasio Arana Medical Office ,"88-01 Parsons Boulevard, Third Floor, Queens",,(347) 233-2480,Primary Care ,Vaccines offered:Pfizer (12+)Pfizer (5-11),
1042,"Nie Lina MD, PC ","749 61st Street, Unit 203, Brooklyn",,(718) 567-8686,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+)Pfizer (5-11),
1043,NorthPoint Medical Associates ,"1301 Southern Boulevard, 2nd Fl, Bronx",,(917) 402-2526,Primary Care ,Vaccine offered:Moderna (18+),
1044,NYC Medical of Queens ,"79-16 37th Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 406-9111,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1045,NYCDocs - Primary Care Doctors ,"1888 Westchester Avenue, B, Bronx",,N/A,Primary Care ,Vaccine offered:Moderna (18+),
1046,NYCDocs - Tremont ,"871 E Tremont Ave, Bronx",,N/A,Primary Care ,Vaccine offered:Moderna (18+),
1047,Obilo Pediatric Associates ,"4119 Barnes Avenue, Bronx",,(718) 515-0601,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (5-11)Pfizer (12+),
1048,ODA Primary Healthcare Network ,"74 Wallabout Street, Brooklyn",,(718) 260-4600,Community Health Center/Clinic ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (5-11)Pfizer (12+),
1049,"One Hanson Place Pediatrics, PC ","1 Hanson Place, Suite 708, Brooklyn",,(718) 783-5437,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),
1050,Pace Pediatric Practice PC ,"1545 Atlantic Avenue, Private Practice Suite, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 771-8435,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , "
1051,Park Smiles NYC ,"1175 Park Avenue, Manhattan",,N/A,Primary Care ,Vaccine offered:Pfizer (12+),
1052,Patient Priority Medical Care ,"88-23 178th Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 558-5047,Primary Care ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
1053,Premier Health Care - Central Manhattan ,"227 E 41st St 8th, 8th floor, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 273-6272,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
1054,Prime Medical Services PC ,"1711 Ralph Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 884-7469,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1055,Q All Care Medical PC ,"31-47 137th Street, Suite CF, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(917) 563-1111,Urgent Care ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
1056,Qikai Yao Physician PC ,"45-02 82nd Street, Queens",,(718) 779-2248,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),
1057,Queens Medical Services ,"87-35 Britton Ave, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 505-1300,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , "
1058,Queens Surgical Center ,"36-36 Main Street, Queens",,(718) 425-4850,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),
1059,Ramon Valez Health Care Center ,"754 East 151st Street, 2nd Floor, Bronx",,(718) 734-2539,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),
1060,RD Medical Doctors ,"395 Fort Washington Ave, Suite 6, Manhattan",,(212) 928-1400,Primary Care ,Vaccine offered:Moderna (18+),
1061,Rego Park Medical Associates ,"59-10 Junction Blvd, Queens",,(718) 592-3200,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11),
1062,Rendr Care: Advanced Oncology PC ,"139 Centre Street, 515, Manhattan",,(212) 941-9020,Primary Care ,Vaccine offered:Moderna (18+),
1063,Rendr Care: Advanced Oncology PC ,"5816 Fort Hamilton Pkwy, 2A, Brooklyn",,(718) 633-1729,Primary Care ,Vaccine offered:Moderna (18+),
1064,"Rendr Care: Cheung and Kan Medical Group, PLLC ","136-36 39th Avenue, Suite 2, Queens",,(718) 321-7267,Primary Care ,Vaccine offered:Moderna (18+),
1065,"Rendr Care: Cheung and Kan Medical Group, PLLC ","19 Bowery, 2nd Floor Suite 8, Manhattan",,(212) 226-2251,Primary Care ,Vaccine offered:Moderna (18+),
1066,"Rendr Care: Cheung and Kan Medical Group, PLLC ","863 50th Street, M3, Brooklyn",,(718) 431-2985,Primary Care ,Vaccine offered:Moderna (18+),
1067,Rendr Care: Chinatown Community Medical PC ,"128 Mott Street, Suite 206, Manhattan",,(212) 680-0528,Primary Care ,Vaccine offered:Moderna (18+),
1068,Rendr Care: Chinatown Medical Physician PC ,"86 Bowery, 4th Floor, Manhattan",,(212) 219-2883,Primary Care ,Vaccine offered:Moderna (18+),
1069,Rendr Care: Chixin Fang Medical PC ,"730 58th Street, 1A, Brooklyn",,(718) 439-7288,Primary Care ,Vaccine offered:Moderna (18+),
1070,Rendr Care: Goodland Medical PC ,"6309 New Utrecht Ave, Brooklyn",,(347) 713-5866,Primary Care ,Vaccine offered:Moderna (18+),
1071,Rendr Care: Hong Jia Medical PC ,"42-35 Main Street, 3K, Queens",,(718) 886-0131,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),
1072,"Rendr Care: Janlian Medical Group, LLC ","1508 Avenue U, Brooklyn",,(718) 376-3383,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),
1073,"Rendr Care: Janlian Medical Group, LLC ","833 58th Street, Brooklyn",,(718) 686-8888,Primary Care ,Vaccines offered:Pfizer (12+)Moderna (18+),
1074,"Rendr Care: Metro True Care Medical, PC ","139 Centre Street, Suite 709, Manhattan",,(646) 237-5530,Primary Care ,Vaccine offered:Moderna (18+),
1075,"Rendr Care: Metro True Care Medical, PC ","42-35 Main Street, 3N, Queens",,(718) 961-3800,Primary Care ,Vaccine offered:Moderna (18+),
1076,"Rendr Care: Metro True Care Medical, PC ","8686 Bay Pkwy, Suite M1, Brooklyn",,(718) 372-0888,Primary Care ,Vaccine offered:Moderna (18+),
1077,Rendr Care: Primary Care Medicine Associates ,"38-08 Union St, 3L, Queens",,(718) 939-5213,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),
1078,"Rendr Care: Springsea Physician, PC ","839 58th Street, 5th Floor, Brooklyn",,(347) 770-8009,Primary Care ,Vaccine offered:Moderna (18+),
1079,Rendr Care: Wendy Chung ,"4211 Kissena Blvd, Apt 1C, Queens",,(718) 886-0068,Primary Care ,Vaccine offered:Pfizer (12+),
1080,Rendr: Dr. Helen Chen ,"136-36 39th Avenue, 5th Floor, Queens",,(718) 886-5068,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+)Pfizer (5-11),
1081,RendrCare: Xueshu Zhang ,"133-47 Sanford Ave, Suite 1F, Queens",,(718) 359-5780,Primary Care ,Vaccine offered:Moderna (18+),
1082,Richmond University Medical Center ,"355 Bard Ave, Staten Island",,N/A,Hospital-Based Health Center/Clinic ,Vaccines offered:Moderna (18+)Pfizer (12+),
1083,Risson Primary Care ,"3215 Avenue H, Suite 1P, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 717-2278,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
1084,RiteCare Medical Office ,"8538 168th Place, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 390-0612,Primary Care ,Vaccines offered:Pfizer (5-11)Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , "
