ID,Name,Address,Notes,Phone_Number,Station_Type,Vaccine_Type,Notes,formatted_address,latitude,longitude
1037,MVP Pediatrics - MVP Multi Medical ,"131-30 Merrick Boulevard, Queens",,(718) 233-2556,Primary Care ,Vaccine offered:Moderna (18+),,"131-30 A Merrick Blvd, Jamaica, NY 11434, USA",40.6790018,-73.7608058
1038,My Health & Me ,"1010 Rutland Road, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 422-2170,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1010 Rutland Rd, Brooklyn, NY 11212, USA",40.6626037,-73.9260507
1039,"Naushin Siddiqui, M.D. PC ","77-29 141st Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 380-0810,Primary Care ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","77-29 141st St, Flushing, NY 11367, USA",40.7204256,-73.8207911
1040,Neopeds Medical Services ,"800 Grand Concourse, Suite 3, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 401-8943,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","800 Grand Concourse # 3, Bronx, NY 10451, USA",40.825061,-73.9233526
1041,Nicasio Arana Medical Office ,"88-01 Parsons Boulevard, Third Floor, Queens",,(347) 233-2480,Primary Care ,Vaccines offered:Pfizer (12+)Pfizer (5-11),,"88-01 Parsons Blvd, Jamaica, NY 11432, USA",40.7066848,-73.8019519
1042,"Nie Lina MD, PC ","749 61st Street, Unit 203, Brooklyn",,(718) 567-8686,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+)Pfizer (5-11),,"749 61st St Unit 203, Brooklyn, NY 11220, USA",40.6356862,-74.0110481
1043,NorthPoint Medical Associates ,"1301 Southern Boulevard, 2nd Fl, Bronx",,(917) 402-2526,Primary Care ,Vaccine offered:Moderna (18+),,"1301 Southern Blvd 2nd FL, Bronx, NY 10459, USA",40.8310939,-73.8919392
1044,NYC Medical of Queens ,"79-16 37th Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 406-9111,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","79-16 37th Ave, Jackson Heights, NY 11372, USA",40.7493869,-73.8865878
1045,NYCDocs - Primary Care Doctors ,"1888 Westchester Avenue, B, Bronx",,N/A,Primary Care ,Vaccine offered:Moderna (18+),,"1888 Westchester Ave, Bronx, NY 10472, USA",40.8325849,-73.8617515
1046,NYCDocs - Tremont ,"871 E Tremont Ave, Bronx",,N/A,Primary Care ,Vaccine offered:Moderna (18+),,"871 E Tremont Ave, Bronx, NY 10460, USA",40.8430677,-73.8859627
1047,Obilo Pediatric Associates ,"4119 Barnes Avenue, Bronx",,(718) 515-0601,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (5-11)Pfizer (12+),,"4119 Barnes Ave, Bronx, NY 10466, USA",40.8903674,-73.8559178
1048,ODA Primary Healthcare Network ,"74 Wallabout Street, Brooklyn",,(718) 260-4600,Community Health Center/Clinic ,Vaccines offered:Moderna (18+)Johnson & Johnson (18+)Pfizer (5-11)Pfizer (12+),,"74 Wallabout St, Brooklyn, NY 11249, USA",40.6988288,-73.9597828
1049,"One Hanson Place Pediatrics, PC ","1 Hanson Place, Suite 708, Brooklyn",,(718) 783-5437,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),,"1 Hanson Pl #708, Brooklyn, NY 11243, USA",40.6855459,-73.9778102
1050,Pace Pediatric Practice PC ,"1545 Atlantic Avenue, Private Practice Suite, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 771-8435,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","1545 Atlantic Ave, Brooklyn, NY 11213, USA",40.6783744,-73.9374075
1051,Park Smiles NYC ,"1175 Park Avenue, Manhattan",,N/A,Primary Care ,Vaccine offered:Pfizer (12+),,"1175 Park Ave, New York, NY 10128, USA",40.7842723,-73.9535933
1052,Patient Priority Medical Care ,"88-23 178th Street, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 558-5047,Primary Care ,Vaccine offered:Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","88-23 178th St, Jamaica, NY 11432, USA",40.710939,-73.784502
1053,Premier Health Care - Central Manhattan ,"227 E 41st St 8th, 8th floor, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 273-6272,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","227 E 41st St 8th floor, New York, NY 10017, USA",40.7496813,-73.973524
1054,Prime Medical Services PC ,"1711 Ralph Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 884-7469,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1711 Ralph Ave, Brooklyn, NY 11236, USA",40.6352753,-73.9186679
1055,Q All Care Medical PC ,"31-47 137th Street, Suite CF, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(917) 563-1111,Urgent Care ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","31-47 137th Street # Cf, Queens, NY 11354, USA",40.7681985,-73.8308118
1056,Qikai Yao Physician PC ,"45-02 82nd Street, Queens",,(718) 779-2248,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),,"45-02 82nd St, Queens, NY 11373, USA",40.741448,-73.883206
1057,Queens Medical Services ,"87-35 Britton Ave, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 505-1300,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","87-35 Britton Ave, Jackson Heights, NY 11372, USA",40.7479676,-73.8789773
1058,Queens Surgical Center ,"36-36 Main Street, Queens",,(718) 425-4850,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"36-36 Main St, Flushing, NY 11354, USA",40.7621903,-73.831754
1059,Ramon Valez Health Care Center ,"754 East 151st Street, 2nd Floor, Bronx",,(718) 734-2539,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"754 E 151st St 2nd Floor, Bronx, NY 10455, USA",40.8146303,-73.9072773
1060,RD Medical Doctors ,"395 Fort Washington Ave, Suite 6, Manhattan",,(212) 928-1400,Primary Care ,Vaccine offered:Moderna (18+),,"395 Fort Washington Ave Suite 6, New York, NY 10033, USA",40.848369,-73.939484
1061,Rego Park Medical Associates ,"59-10 Junction Blvd, Queens",,(718) 592-3200,Primary Care ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11),,"59-10 Junction Blvd, Queens, NY 11373, USA",40.7346731,-73.865379
1062,Rendr Care: Advanced Oncology PC ,"139 Centre Street, 515, Manhattan",,(212) 941-9020,Primary Care ,Vaccine offered:Moderna (18+),,"139 Centre St Suite 515, New York, NY 10013, USA",40.7175205,-74.0008145
1063,Rendr Care: Advanced Oncology PC ,"5816 Fort Hamilton Pkwy, 2A, Brooklyn",,(718) 633-1729,Primary Care ,Vaccine offered:Moderna (18+),,"恒豐大廈, 5816 Fort Hamilton Pkwy #2a, Brooklyn, NY 11219, USA",40.6338342,-74.0049059
1064,"Rendr Care: Cheung and Kan Medical Group, PLLC ","136-36 39th Avenue, Suite 2, Queens",,(718) 321-7267,Primary Care ,Vaccine offered:Moderna (18+),,"13636 39th Ave #2, Flushing, NY 11354, USA",40.7603374,-73.8291797
1065,"Rendr Care: Cheung and Kan Medical Group, PLLC ","19 Bowery, 2nd Floor Suite 8, Manhattan",,(212) 226-2251,Primary Care ,Vaccine offered:Moderna (18+),,"19 Bowery 2nd Floor Suite 8, New York, NY 10002, USA",40.7145884,-73.9967118
1066,"Rendr Care: Cheung and Kan Medical Group, PLLC ","863 50th Street, M3, Brooklyn",,(718) 431-2985,Primary Care ,Vaccine offered:Moderna (18+),,"863 50th St # M3, Brooklyn, NY 11220, USA",40.6403508,-74.002084
1067,Rendr Care: Chinatown Community Medical PC ,"128 Mott Street, Suite 206, Manhattan",,(212) 680-0528,Primary Care ,Vaccine offered:Moderna (18+),,"128 Mott St STE 206, New York, NY 10013, USA",40.7184789,-73.9964735
1068,Rendr Care: Chinatown Medical Physician PC ,"86 Bowery, 4th Floor, Manhattan",,(212) 219-2883,Primary Care ,Vaccine offered:Moderna (18+),,"86 Bowery 4th Floor, New York, NY 10013, USA",40.7171732,-73.9957944
1069,Rendr Care: Chixin Fang Medical PC ,"730 58th Street, 1A, Brooklyn",,(718) 439-7288,Primary Care ,Vaccine offered:Moderna (18+),,"730 58th St #1a, Brooklyn, NY 11220, USA",40.6372843,-74.0099782
1070,Rendr Care: Goodland Medical PC ,"6309 New Utrecht Ave, Brooklyn",,(347) 713-5866,Primary Care ,Vaccine offered:Moderna (18+),,"6309 New Utrecht Ave, Brooklyn, NY 11219, USA",40.6248414,-73.9971675
1071,Rendr Care: Hong Jia Medical PC ,"42-35 Main Street, 3K, Queens",,(718) 886-0131,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),,"42-35 Main St #3k, Queens, NY 11355, USA",40.7546535,-73.8275583
1072,"Rendr Care: Janlian Medical Group, LLC ","1508 Avenue U, Brooklyn",,(718) 376-3383,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),,"1508 Avenue U, Brooklyn, NY 11229, USA",40.5986818,-73.9560271
1073,"Rendr Care: Janlian Medical Group, LLC ","833 58th Street, Brooklyn",,(718) 686-8888,Primary Care ,Vaccines offered:Pfizer (12+)Moderna (18+),,"833 58th St, Brooklyn, NY 11220, USA",40.6362285,-74.007336
1074,"Rendr Care: Metro True Care Medical, PC ","139 Centre Street, Suite 709, Manhattan",,(646) 237-5530,Primary Care ,Vaccine offered:Moderna (18+),,"139 Centre St STE 709, New York, NY 10013, USA",40.7175205,-74.0008145
1075,"Rendr Care: Metro True Care Medical, PC ","42-35 Main Street, 3N, Queens",,(718) 961-3800,Primary Care ,Vaccine offered:Moderna (18+),,"42-35 Main St #3n, Queens, NY 11355, USA",40.7546535,-73.8275583
1076,"Rendr Care: Metro True Care Medical, PC ","8686 Bay Pkwy, Suite M1, Brooklyn",,(718) 372-0888,Primary Care ,Vaccine offered:Moderna (18+),,"8686 Bay Pkwy STE M1, Brooklyn, NY 11214, USA",40.6001582,-73.996097
1077,Rendr Care: Primary Care Medicine Associates ,"38-08 Union St, 3L, Queens",,(718) 939-5213,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),,"38-08 Union St #3l, Flushing, NY 11354, USA",40.7611905,-73.8277565
1078,"Rendr Care: Springsea Physician, PC ","839 58th Street, 5th Floor, Brooklyn",,(347) 770-8009,Primary Care ,Vaccine offered:Moderna (18+),,"839 58th St 5th Floor, Brooklyn, NY 11220, USA",40.6361459,-74.0072046
1079,Rendr Care: Wendy Chung ,"4211 Kissena Blvd, Apt 1C, Queens",,(718) 886-0068,Primary Care ,Vaccine offered:Pfizer (12+),,"42-11 Kissena Blvd #1c, Flushing, NY 11355, USA",40.75683,-73.8261478
1080,Rendr: Dr. Helen Chen ,"136-36 39th Avenue, 5th Floor, Queens",,(718) 886-5068,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+)Pfizer (5-11),,"136-18 39th Ave 5th floor, Flushing, NY 11354, USA",40.7602109,-73.8294426
1081,RendrCare: Xueshu Zhang ,"133-47 Sanford Ave, Suite 1F, Queens",,(718) 359-5780,Primary Care ,Vaccine offered:Moderna (18+),,"133-47 Sanford Ave #1f, Flushing, NY 11355, USA",40.756661,-73.8295117
1082,Richmond University Medical Center ,"355 Bard Ave, Staten Island",,N/A,Hospital-Based Health Center/Clinic ,Vaccines offered:Moderna (18+)Pfizer (12+),,"355 Bard Ave, Staten Island, NY 10310, USA",40.6356701,-74.105827
1083,Risson Primary Care ,"3215 Avenue H, Suite 1P, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 717-2278,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","3215 Avenue H #1p, Brooklyn, NY 11210, USA",40.6320616,-73.9452586
1084,RiteCare Medical Office ,"8538 168th Place, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 390-0612,Primary Care ,Vaccines offered:Pfizer (5-11)Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","85-38 168th Pl, Queens, NY 11432, USA",40.7126823,-73.7953341
1085,RiteCare Medical Office P.C. ,"1966-22 Hillside Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(347) 390-0612,Primary Care ,Vaccines offered:Moderna (18+)Pfizer (5-11)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","196-6 Hillside Avenue, Hollis, NY 11423, USA",40.7175025,-73.7662352
1086,"Rong Xu, MD ","39-16 Prince Street, 154, Queens",,(718) 321-0091,Primary Care ,Vaccines offered:Pfizer (5-11)Pfizer (12+),,"39-16 Prince St, Flushing, NY 11354, USA",40.7590973,-73.832247
1087,Roosevelt Medical Center ,"38-34 Parsons Boulevard, 1-D, Queens",,(718) 762-1710,Primary Care ,Vaccine offered:Moderna (18+),,"38-34 Parsons Blvd, Flushing, NY 11354, USA",40.7617311,-73.8223608
1088,Ryan Health - 97th street ,"110 West 97th Street, Manhattan",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"110 W 97th St, New York, NY 10025, USA",40.7935824,-73.9675886
1089,Ryan Health - Chelsea Clinton Community Health Center ,"645 10th Avenue, Manhattan",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"645 10th Ave, New York, NY 10036, USA",40.7620291,-73.9941421
1090,Ryan Health - Nena Community Health Center ,"279 East 3rd Street, Manhattan",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"279 E 3rd St, New York, NY 10009, USA",40.7215718,-73.9800563
1091,Ryan Women and Children's Center ,"801 Amsterdam Avenue, n/a, Manhattan",,(212) 678-0084,Primary Care ,Vaccine offered:Moderna (18+),,"801 Amsterdam Ave, New York, NY 10025, USA",40.7959946,-73.9686316
1092,Settlement Health ,"212 East 106th Street, Manhattan",,(212) 360-2600,Community Health Center/Clinic ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),,"212 E 106th St, New York, NY 10029, USA",40.7910414,-73.9441106
1093,Shifa Medical ,"1121 Coney Island Avenue, Brooklyn",,(718) 434-7100,Primary Care ,Vaccine offered:Pfizer (5-11),,"1121 Coney Island Ave, Brooklyn, NY 11230, USA",40.6302834,-73.9658077
1094,Sorin Medical PC ,"1110 Pennsylvania Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(718) 257-0900,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1110 Granville Payne Ave, Brooklyn, NY 11207, USA",40.6535699,-73.8872962
1095,South Slope Pediatrics ,"501 5th Avenue, Brooklyn",,(718) 576-2450,Primary Care ,Vaccine offered:Moderna (18+),,"501 5th Ave, Brooklyn, NY 11215, USA",40.6670291,-73.987709
1096,Square Medical Care - Primary Care Doctors ,"372 East 204th Street, Bronx",,N/A,Primary Care ,Vaccine offered:Moderna (18+),,"372 E 204th St, Bronx, NY 10467, USA",40.8713298,-73.8773623
1097,Statcare - 174th Street ,"932 East 174th Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(917) 310-3371,Urgent Care ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","932 E 174th St, Bronx, NY 10460, USA",40.83702,-73.887255
1098,Statcare - Astoria ,"37-15 23rd Avenue, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(917) 310-3371,Urgent Care ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","37-15 23rd Ave, Queens, NY 11105, USA",40.7719013,-73.9089274
1099,Statcare - Bartow ,"2063A Bartow Avenue, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(917) 310-3371,Urgent Care ,Vaccines offered:Pfizer (12+)Pfizer (5-11)Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","2063A Bartow Ave, Bronx, NY 10475, USA",40.870179,-73.8283809
1100,Statcare - Brooklyn ,"341 Eastern Parkway, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(917) 310-3371,Urgent Care ,Vaccines offered:Pfizer (12+)Johnson & Johnson (18+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","341 Eastern Pkwy, Brooklyn, NY 11216, USA",40.6710895,-73.957572
1101,Statcare - Jackson Heights ,"80-10 Northern Boulevard, ground floor, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(917) 310-3371,Urgent Care ,Vaccines offered:Johnson & Johnson (18+)Pfizer (12+)Moderna (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","80-10 Northern Blvd, Queens, NY 11372, USA",40.7551775,-73.8868993
1102,Statcare - Jamaica ,"90-18 Sutphin Boulevard, Queens","Walk-up vaccinations available to all eligible New Yorkers , ",(917) 310-3371,Urgent Care ,Vaccines offered:Moderna (18+)Pfizer (12+)Johnson & Johnson (18+)Pfizer (5-11),"Walk-up vaccinations available to all eligible New Yorkers , ","90-18 Sutphin Blvd, Jamaica, NY 11435, USA",40.702451,-73.808505
1103,Statcare Urgent & Walk In Medical Care ,"308 Graham Avenue, Brooklyn","Walk-up vaccinations available to all eligible New Yorkers , ",(917) 310-3371,Urgent Care ,Vaccines offered:Moderna (18+)Pfizer (12+),"Walk-up vaccinations available to all eligible New Yorkers , ","308 Graham Ave, Brooklyn, NY 11211, USA",40.7130162,-73.9438907
1104,Sugar Hill Medical Plaza ,"343 West 145th St, Manhattan","Walk-up vaccinations available to all eligible New Yorkers , ",(212) 444-8877,Primary Care ,Vaccine offered:Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","343 W 145th St, New York, NY 10031, USA",40.8239401,-73.9438256
1105,Sun River Health Inwood ,"1545 Inwood Ave, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(845) 288-0850,Community Health Center/Clinic ,Vaccines offered:Johnson & Johnson (18+)Moderna (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","1545 Inwood Ave, Bronx, NY 10452, USA",40.844098,-73.916647
1106,Sun River Health The Hub ,"459 East 149th Street, Bronx","Walk-up vaccinations available to all eligible New Yorkers , ",(929) 459-2255,Community Health Center/Clinic ,Vaccines offered:Moderna (18+)Pfizer (12+)Johnson & Johnson (18+),"Walk-up vaccinations available to all eligible New Yorkers , ","459 E 149th St, Bronx, NY 10455, USA",40.8154183,-73.9151832
1107,Sutphin Health Center ,"105-04 Sutphin Blvd, Queens",,(929) 459-2255,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"105-04 Sutphin Blvd, Jamaica, NY 11435, USA",40.695247,-73.8036292
1108,The Brooklyn Hospital Center ,"121 Dekalb Avenue, Brooklyn",,(833) 824-2669,Hospital-Based Health Center/Clinic ,Vaccines offered:Pfizer (12+)Pfizer (5-11),,"121 Dekalb Ave, Brooklyn, NY 11201, USA",40.691265,-73.9777743
1109,"The Institute for Family Health, Health Center of Harlem ","1824 Madison Avenue, Manhattan",,N/A,Community Health Center/Clinic ,Vaccine offered:Moderna (18+),,"1824 Madison Ave, New York, NY 10035, USA",40.8018633,-73.9437432
1110,Theresia Tsay MD ,"111-14 76th Avenue, Queens",,(718) 793-2340,Primary Care ,Vaccines offered:Pfizer (12+)Pfizer (5-11),,"111-14 76th Ave, Forest Hills, NY 11375, USA",40.7163954,-73.8368936
